DSP	RSCU	dRSCU	CpG?	CpG_exon	f_premrna	f_mrna	TFBs
26	1.0862	0.1724	0.0	0.6339	0.4629	0.4395	0
205							0
25							0
127							0
970							0
1184	0.912	0.4848	1.0	0.3424	0.03	0.4149	0
115	0.912	0.4848	1.0	0.2202	0.3651	0.3502	0
55	0.4586	0.9624	1.0	0.3302	0.428	0.1998	0
9							0
72	0.4762	0.6243	0.0	0.8337	0.3602	0.2382	0
17							0
32	0.912	0.4848	1.0	0.2604	0.3888	0.4232	0
25							1
2465	0.8952	0.5475	1.0	0.5474	0.0257	0.4083	0
99296	0.9288	0.1425	1.0	0.3438	0.037	0.037	0
132							1
244	1.0	0.0	0.0	0.4119	0.1567	0.1567	0
32	0.4611	0.3114	0.0	0.2406	0.1788	0.4296	0
3	1.0	0.0	0.0	0.1341	0.1797	0.3986	1
19							1
43							0
96126	1.0835	0.3251	0.0	0.1669	0.4423	0.4423	0
14							0
277	1.062	0.5368	0.0	0.3021	0.0404	0.1566	1
86	1.1332	0.2664	0.0	0.6087	0.0863	0.0948	1
17	0.4271	1.1717	1.0	0.3677	0.4797	0.4636	0
340	1.1353	0.6767	1.0	0.4256	0.3667	0.3309	0
1	0.8668	0.2664	0.0	0.5591	0.4665	0.3111	0
669	1.0	0.3455	0.0	0.3016	0.0613	0.1937	1
64	1.0	0.0	0.0	0.3618	0.3542	0.4317	0
216	0.4311	0.7425	0.0	0.3921	0.0678	0.4458	0
452	0.6545	0.6909	1.0	0.5533	0.0045	0.3701	0
969	2.3713	1.1976	0.0	0.2691	0.3695	0.33	1
14							1
17	0.7904	0.3832	0.0	0.3077	0.1017	0.2093	1
20	1.0835	0.3251	1.0	0.25	0.2422	0.4397	0
281	0.9288	0.1425	1.0	0.4356	0.007	0.3288	1
35							0
82	0.7904	0.3832	0.0	0.179	0.0169	0.2437	0
17	0.9288	0.1425	1.0	0.4666	0.1831	0.0308	0
14							0
86	0.8668	0.2664	0.0	0.4133	0.4577	0.4444	0
59	0.9288	0.1425	0.0	0.1479	0.1692	0.3558	1
62	0.4586	0.6767	1.0	0.0	0.3801	0.2574	0
256794	2.3713	1.5988	0.0	0.1201	0.31	0.31	0
59	0.9288	0.1425	0.0	0.263	0.3722	0.3349	0
81							0
65	1.1245	0.185	1.0	0.4802	0.4997	0.4937	0
63	1.2698	0.0635	1.0	0.9293	0.2527	0.2415	0
56	1.0	0.0	0.0	0.2224	0.4234	0.2122	0
5	1.8517	0.8962	0.0	0.2722	0.4438	0.4805	1
178	0.4586	0.6767	1.0	0.3935	0.0051	0.3622	1
6	1.1245	0.2219	0.0	0.522	0.3662	0.1495	1
80							0
31762	1.0862	0.1724	0.0	0.3177	0.3876	0.3876	1
7							0
17	0.9288	0.1425	1.0	0.5271	0.0616	0.2068	1
43							0
93	1.3455	0.6909	0.0	0.4209	0.4742	0.363	0
41	1.3095	0.185	0.0	0.1944	0.2451	0.4791	0
501	0.4586	0.6767	1.0	0.1199	0.0289	0.46	0
199	0.6561	0.5503	0.0	0.306	0.4059	0.2604	1
88	0.9418	0.1163	0.0	0.2972	0.3365	0.4704	0
261	1.5988	0.5368	0.0	0.3052	0.3648	0.179	0
189							0
99							0
64							0
10	0.9418	0.1163	1.0	0.4655	0.4982	0.3086	0
78							1
38							0
62	1.1245	0.185	0.0	0.448	0.2434	0.4389	0
4							1
57							0
85	0.8455	0.309	0.0	0.2206	0.4331	0.4869	0
52							0
85	1.4211	0.9624	1.0	0.6901	0.4168	0.4815	0
69	0.4611	0.0299	0.0	0.4822	0.3775	0.4376	0
1611	0.912	0.4848	1.0	0.3277	0.1887	0.4172	0
12							0
603	0.4517	0.6547	1.0	0.7818	0.0036	0.3366	1
76							0
15							0
246	1.1737	0.3832	1.0	0.3467	0.2083	0.2759	0
153							0
27	0.912	0.4848	1.0	0.8762	0.0606	0.4449	0
19	1.0	0.3455	0.0	0.532	0.1513	0.4122	0
6111							0
16	0.985	0.4361	0.0	0.3436	0.4685	0.4278	0
39	1.1064	0.6547	1.0	0.2459	0.2697	0.308	0
156	1.1737	1.1976	0.0	0.9459	0.0139	0.4643	0
61	0.4762	0.7302	0.0	0.3811	0.2655	0.2384	0
850	0.8668	0.2664	0.0	0.3137	0.4966	0.4652	0
2420	0.912	0.6869	0.0	0.33	0.0505	0.4395	1
3	0.7249	0.2306	1.0	1.0549	0.0913	0.3155	0
23	0.4517	0.8445	1.0	0.3727	0.415	0.1778	1
7	1.2063	0.5503	0.0	1.0043	0.1446	0.361	0
162	0.912	0.4848	1.0	0.4059	0.2036	0.1046	0
15	0.4611	0.3114	0.0	0.2086	0.0299	0.3647	1
95	1.1245	0.185	0.0	0.6311	0.3181	0.0836	1
2032	0.4517	0.6547	1.0	0.5406	0.1538	0.1538	1
977							0
67	0.9288	0.1425	0.0	0.1368	0.1939	0.2824	0
300							0
250							0
3195	0.7249	1.1269	0.0	0.1016	0.326	0.326	0
240	1.1064	0.1899	0.0	0.2669	0.3662	0.1236	0
22	1.1353	0.2857	0.0	0.2585	0.383	0.1877	1
31							1
47	1.062	0.5368	1.0	0.0622	0.202	0.3732	0
43							1
57	1.0	0.0	0.0	0.0	0.465	0.4756	0
3	1.0835	0.3251	0.0	0.5839	0.3251	0.1514	1
153	1.5988	0.5368	0.0	0.3143	0.002	0.2058	0
30	0.912	0.6869	0.0	0.5076	0.2072	0.3563	1
621202	0.9288	0.1425	1.0	0.5191	0.4654	0.4654	0
2508	0.529	0.9419	0.0	0.1995	0.0055	0.1042	0
303	0.4611	0.0299	0.0	0.2924	0.3668	0.2992	0
242							1
107							0
265	0.4679	1.3839	0.0	1.0051	0.0216	0.2205	1
27	0.8668	0.2664	0.0	0.1742	0.1155	0.097	0
136	0.7904	0.3832	0.0	0.3916	0.4621	0.1144	0
32	1.5988	0.5368	1.0	0.3434	0.4289	0.414	0
104	0.6545	0.3455	0.0	0.0951	0.3322	0.2966	1
787							0
405	0.8385	0.3231	0.0	0.3321	0.2408	0.1021	1
85	1.2698	0.0635	1.0	0.6186	0.4342	0.4109	1
244	1.1064	0.6547	1.0	0.9382	0.4317	0.4317	0
207	1.1332	0.2664	0.0	0.1247	0.2495	0.2573	0
4	0.4611	0.3114	0.0	0.5577	0.1649	0.4847	0
31	1.1353	0.6767	1.0	0.2173	0.3504	0.4012	0
35	0.4517	0.6939	1.0	0.1019	0.0111	0.2257	1
144792	0.7249	1.1269	0.0	0.4404	0.1945	0.1945	0
36							0
1387	1.1245	0.185	0.0	0.5526	0.3987	0.4837	0
125	1.062	0.5368	1.0	0.3917	0.0529	0.2609	0
9	1.1064	0.0393	0.0	0.241	0.055	0.4899	1
38							1
115	0.3255	0.984	1.0	0.1387	0.3758	0.1563	0
80	1.2962	0.1899	0.0	0.6186	0.4342	0.412	1
21	0.4679	1.3839	0.0	0.6667	0.4521	0.1191	0
13							0
278	0.7904	1.5808	0.0	0.4084	0.0033	0.2177	0
107591	1.0862	0.1724	1.0	0.2637	0.3955	0.3955	0
48	0.9555	0.2306	1.0	0.3623	0.3533	0.2276	0
47	0.6545	0.6909	0.0	0.5193	0.3041	0.1129	0
258	1.5988	1.1717	1.0	0.9459	0.0113	0.3776	1
13	1.1353	0.6767	1.0	0.3396	0.0245	0.1976	1
352537	0.9418	0.1163	1.0	0.6697	0.2648	0.2648	0
48	0.6545	0.6909	1.0	0.114	0.0449	0.1904	0
33	0.8385	0.3231	1.0	0.1266	0.4093	0.3364	1
14							1
2241	0.8952	0.5475	0.0	0.2979	0.1015	0.1958	0
47	0.6545	0.6909	1.0	0.8988	0.3767	0.3005	1
32							0
25	0.8455	0.309	0.0	0.2153	0.2406	0.2089	0
65	0.9138	0.1724	0.0	0.6022	0.1749	0.0721	0
87	0.4611	0.3114	0.0	0.2251	0.2531	0.04	0
68	0.529	0.9419	0.0	0.0	0.4606	0.256	0
155	0.9138	0.1724	1.0	0.6778	0.0069	0.2119	0
21	0.9288	0.1425	1.0	0.92	0.1689	0.3457	0
14							0
274851	0.9418	0.1163	0.0	0.1438	0.3762	0.3762	0
41	1.3455	0.6909	0.0	0.7698	0.4719	0.4933	1
50							0
68	1.1064	0.6547	1.0	0.2777	0.2258	0.1151	0
26	0.4586	0.6767	1.0	0.2382	0.2401	0.429	0
41	1.0	0.0	0.0	0.1231	0.2166	0.4438	1
30	1.1245	0.2219	0.0	0.0	0.4333	0.328	0
36	2.3713	1.1976	0.0	0.2425	0.0843	0.4572	0
25	1.062	0.6349	1.0	0.4858	0.2207	0.4455	0
42063	1.0835	0.3251	1.0	0.228	0.4391	0.4391	0
1020	1.5988	0.6869	1.0	0.35	0.2334	0.3744	1
76	0.9418	0.1163	1.0	0.3274	0.466	0.3398	0
44	0.4762	0.6243	0.0	0.7976	0.2558	0.1512	1
33	0.6545	0.6909	0.0	0.5238	0.1862	0.3671	1
1	0.8455	0.309	0.0	0.1304	0.4587	0.4613	0
71	0.6545	0.3455	0.0	0.4	0.1725	0.3851	0
117							0
1127	1.1332	0.2664	0.0	0.2799	0.0823	0.3534	0
98	1.1457	0.1506	0.0	0.3762	0.4353	0.2598	0
28							0
77							0
43	1.3455	0.6909	0.0	0.7815	0.0315	0.2033	0
454							0
317							0
59	0.9296	0.1407	0.0	0.6361	0.0217	0.2381	0
21	1.1545	0.309	0.0	0.0	0.3996	0.429	0
68	0.912	0.4848	1.0	0.3253	0.0509	0.3114	0
28	1.1353	0.6767	1.0	0.5371	0.0599	0.208	1
80	1.4086	0.3251	0.0	0.0814	0.1356	0.3616	0
42							1
56174	1.1353	0.1504	0.0	0.2422	0.1827	0.1827	0
132772							0
289	0.9288	0.1425	1.0	0.2843	0.092	0.133	0
142	1.0862	0.1724	1.0	0.547	0.3248	0.3403	0
271	0.8952	0.5475	0.0	0.101	0.0515	0.3835	0
40	0.9555	0.2306	0.0	0.4666	0.0153	0.168	1
77	0.4271	0.4848	1.0	0.1174	0.1196	0.1023	0
1056	1.291	0.6349	1.0	0.3217	0.0852	0.4759	0
272	1.1737	1.1976	0.0	0.4438	0.3482	0.3579	0
1727	1.3455	0.3455	1.0	0.2773	0.0089	0.0622	0
55	1.0	0.0	0.0	0.3338	0.3849	0.2303	0
1580							0
16	1.0835	0.3251	1.0	0.2868	0.2435	0.4952	0
324							1
37	1.1245	0.185	0.0	0.423	0.1789	0.2331	0
1008	0.9418	0.1163	1.0	0.2541	0.021	0.0636	0
32	1.0835	0.3251	0.0	0.5734	0.2811	0.2855	0
31	0.6545	0.6909	1.0	0.7169	0.1366	0.2833	0
488	1.1064	0.6547	1.0	0.5173	0.4766	0.3236	0
541	0.7904	0.3832	0.0	0.3186	0.3404	0.3391	1
25							0
44	0.9418	0.1163	1.0	0.6008	0.4693	0.4362	0
43	1.5988	0.5368	1.0	0.9193	0.3199	0.3132	0
37							1
1573							0
75	1.1127	0.2255	0.0	0.2908	0.2885	0.2863	0
833	1.3095	0.984	1.0	0.189	0.2546	0.2017	0
69							0
2	0.4679	1.3839	0.0	0.2925	0.0058	0.1582	0
71	0.6545	0.6909	0.0	0.2818	0.1647	0.4864	1
90	0.6545	0.6909	0.0	0.7817	0.2325	0.2201	0
3128							0
7	0.985	0.5263	1.0	1.038	0.0025	0.0863	0
81	0.4762	0.6243	0.0	0.1961	0.0063	0.3881	0
47	0.9138	0.1724	0.0	0.5984	0.4487	0.4411	0
38	0.9288	0.1425	0.0	0.8726	0.0005	0.0487	0
149							0
205	0.6545	0.6909	1.0	0.8988	0.0747	0.0747	0
812	1.0	0.0	0.0	0.2027	0.4454	0.0824	1
59	1.1353	0.2857	1.0	0.4476	0.1703	0.4956	0
63							1
61	0.9288	0.1425	1.0	0.5385	0.1069	0.1998	1
9							1
21	0.985	0.4361	0.0	0.4464	0.112	0.4686	0
64	0.6561	0.5503	0.0	0.9227	0.0042	0.0803	0
210	0.6545	0.6909	0.0	0.5316	0.4402	0.17	0
37	0.985	0.4361	0.0	0.3289	0.1592	0.3348	1
8	0.4271	0.4848	1.0	0.5678	0.0806	0.2378	0
3	1.471	0.9419	0.0	0.0	0.3277	0.1897	0
43							0
227							1
41	1.1545	0.309	0.0	0.4834	0.0448	0.2672	0
20	1.1332	0.2664	0.0	0.0	0.1233	0.4007	0
75	0.7725	0.3114	0.0	0.3154	0.3487	0.4159	1
10	1.1005	0.6243	0.0	0.7848	0.0871	0.2687	1
337	0.6545	0.6909	0.0	0.8707	0.1481	0.1481	0
18							0
17							0
124	0.4586	0.5263	1.0	0.6835	0.1547	0.3569	1
483							0
42							0
71							1
872	1.2962	0.1506	0.0	0.3217	0.0932	0.4795	0
1104							0
120	1.1245	0.185	0.0	0.492	0.1005	0.3514	0
40	1.8517	0.8962	0.0	0.5269	0.3241	0.2858	0
4962	0.9026	0.5771	1.0	0.416	0.3673	0.4623	0
165	1.1005	0.1058	0.0	0.1542	0.0133	0.3444	1
5	0.9418	0.1163	0.0	0.1431	0.0931	0.49	0
535	0.529	0.9419	0.0	0.7472	0.3581	0.3581	1
719	1.0	0.0	0.0	0.3646	0.0545	0.1467	0
60	1.1457	0.1506	0.0	0.4209	0.4957	0.2795	0
145	1.0835	0.3251	1.0	0.3952	0.27	0.4701	0
6							0
61	0.529	0.9419	0.0	0.3962	0.4803	0.201	1
48	1.0835	0.3251	1.0	0.3151	0.3481	0.3576	1
39	1.1457	0.1506	0.0	0.3295	0.4748	0.3506	1
1209	0.9026	0.5771	1.0	0.9389	0.0087	0.2228	0
51	1.291	0.0212	0.0	0.5278	0.4224	0.3989	1
59							1
56	1.1615	0.3231	0.0	0.8034	0.2609	0.1	1
320							0
972	0.985	0.5263	1.0	0.6923	0.0092	0.1273	0
2825	0.7725	1.5988	0.0	0.2433	0.091	0.2377	0
67							0
43311	1.291	0.0212	0.0	0.1868	0.0634	0.0634	0
47	1.0	0.3455	1.0	0.7537	0.0598	0.3265	0
171	1.4427	0.5475	1.0	0.2465	0.2029	0.3121	1
22							0
4	1.0835	0.3251	1.0	0.7867	0.1134	0.2809	0
51							0
369	1.1353	0.6767	1.0	0.4685	0.2572	0.4681	0
43							0
20	0.8952	0.5475	0.0	0.0	0.2457	0.0791	1
11	1.3455	0.3455	0.0	0.7994	0.2966	0.1079	0
92							0
762	0.9026	0.4069	0.0	0.217	0.3945	0.4567	0
386	1.1127	0.2255	0.0	0.1943	0.2794	0.2858	0
46							0
450	1.0	0.0	0.0	0.2112	0.2974	0.095	0
89	1.1615	0.3231	1.0	0.5475	0.297	0.1508	0
659	0.9296	0.1407	1.0	0.3106	0.0525	0.4377	0
92	1.1457	0.1506	1.0	0.9706	0.2075	0.4761	0
45	1.1064	0.1899	0.0	0.5941	0.2716	0.4281	1
73	1.1545	0.309	0.0	0.1834	0.3143	0.4939	0
860	1.0582	0.1163	0.0	0.3897	0.2822	0.4019	0
264							0
30	0.985	0.5263	1.0	0.4039	0.2134	0.213	0
12							0
17	1.4427	0.5475	1.0	0.4957	0.2905	0.0539	0
76							1
54	0.4586	0.5263	1.0	0.3245	0.0765	0.1568	0
1391	1.1353	0.6767	1.0	0.5526	0.3999	0.3903	1
414	0.9555	0.2306	0.0	0.2926	0.042	0.3024	1
10	1.0	0.0	0.0	0.0	0.2249	0.2748	0
16	1.0704	0.1407	0.0	0.3882	0.1278	0.1043	0
23	1.1737	1.1976	0.0	0.1487	0.0716	0.4603	0
27	0.5079	0.9007	0.0	0.6166	0.2598	0.206	0
42	1.2962	0.1506	1.0	0.5429	0.4556	0.0956	0
672							0
91457	0.9288	0.1425	0.0	0.275	0.4506	0.4506	0
44	1.0835	0.3251	0.0	0.6999	0.1817	0.4847	0
748	0.4271	1.1717	1.0	0.9389	0.0127	0.3257	0
29	1.4086	0.3251	1.0	0.1922	0.473	0.3531	0
2012	1.1245	0.185	0.0	0.503	0.0133	0.448	1
69	0.912	0.6869	0.0	0.6332	0.3403	0.4743	0
34	0.9418	0.1163	0.0	0.904	0.0154	0.0676	0
55							0
8	1.3095	0.185	1.0	0.2522	0.1659	0.4978	0
203	0.8873	0.2255	0.0	0.2742	0.2908	0.2873	0
87	0.4762	0.6243	0.0	0.2341	0.0488	0.3715	0
16	1.1545	0.309	0.0	0.0	0.3428	0.2731	0
177	1.1332	0.2664	0.0	0.1528	0.0191	0.2447	1
195	0.4586	0.6767	1.0	0.2486	0.086	0.3646	0
1157	1.291	0.0212	0.0	0.3928	0.1711	0.2585	0
362	1.062	0.5368	0.0	1.094	0.0067	0.1281	1
35	0.3255	0.984	1.0	0.381	0.1903	0.1738	1
120	1.1457	0.1506	0.0	0.6027	0.013	0.1061	1
28	1.291	0.0212	0.0	0.675	0.3909	0.4504	1
169	1.062	0.5368	0.0	0.3021	0.0417	0.1307	0
478	1.1737	0.7425	0.0	0.217	0.0056	0.1824	0
35	0.9288	0.1425	0.0	0.4509	0.376	0.1857	0
34	0.8668	0.2664	0.0	0.3922	0.2033	0.4464	1
28	0.7904	0.3832	0.0	0.0751	0.2547	0.2726	0
54	0.9555	0.8962	1.0	0.9569	0.2863	0.4991	1
1749	1.0	0.0	0.0	0.5414	0.0034	0.2382	0
116	0.8455	0.309	0.0	0.3605	0.0514	0.1399	0
27	1.0835	0.3251	0.0	1.0815	0.3967	0.081	0
146	1.2962	0.1506	0.0	0.3641	0.3053	0.1005	0
89522	0.985	0.4361	0.0	0.275	0.2104	0.2104	0
15	1.0	0.0	0.0	0.25	0.0982	0.4472	1
32	0.9418	0.1163	1.0	0.8118	0.4025	0.1757	0
68							0
27							0
506	0.9296	0.1407	1.0	0.5992	0.0143	0.1857	0
27334							0
41	1.0835	0.3251	1.0	0.5976	0.2018	0.068	0
625	0.7249	0.2306	0.0	0.5577	0.1586	0.1586	0
20	0.985	0.4361	1.0	0.6316	0.478	0.2211	0
13	0.9296	0.1407	1.0	1.4286	0.3945	0.2593	0
515	0.6545	0.3455	0.0	0.1672	0.0619	0.2791	0
491	1.2698	0.0212	0.0	0.2281	0.3133	0.4542	0
14	1.3095	0.984	1.0	0.7815	0.2177	0.0931	0
16	2.3713	1.1976	0.0	0.5125	0.4927	0.128	0
43	0.4517	0.6939	1.0	0.1828	0.4606	0.241	1
1574	1.1353	0.2857	0.0	0.1363	0.4357	0.4399	0
108	1.0835	0.3251	1.0	0.3333	0.2078	0.4414	0
34	1.1545	0.309	0.0	0.3664	0.0928	0.1809	0
11							0
125	0.7904	0.3832	0.0	0.4595	0.1756	0.3189	1
163554	0.985	0.4361	0.0	0.2893	0.0549	0.0549	0
674	1.1064	0.1899	0.0	0.2645	0.04	0.1787	0
9							0
24							1
81180	2.3713	1.9401	0.0	0.2185	0.4713	0.4713	0
244	1.1545	0.309	0.0	0.4261	0.2799	0.2799	0
26	0.8873	0.2255	1.0	0.5759	0.2094	0.4508	0
51	0.7904	0.3832	0.0	0.1922	0.1678	0.4979	0
857	1.1545	0.309	0.0	0.2953	0.3264	0.1935	0
156	1.1064	0.6547	1.0	0.7872	0.4019	0.0469	1
8	0.4679	1.3839	0.0	0.3484	0.375	0.4823	0
5	1.5988	0.6869	0.0	0.4602	0.3954	0.4001	1
124452	0.4611	0.3114	0.0	0.1448	0.145	0.145	0
173							0
197	0.9418	0.1163	1.0	0.3376	0.1409	0.3286	0
114612	1.1064	0.6547	1.0	0.6116	0.2651	0.2651	0
22	1.2962	0.1899	0.0	0.2873	0.1698	0.4819	0
41							0
11	0.912	0.6869	0.0	0.6888	0.3924	0.3059	0
224	1.0	0.0	0.0	0.5798	0.0193	0.3653	0
80							0
45	0.912	0.4848	1.0	0.5781	0.4842	0.4926	0
24	0.4762	0.7302	0.0	0.5602	0.2661	0.4918	0
621535	1.1005	0.1058	0.0	0.5191	0.2031	0.2031	0
520	1.5988	1.1717	1.0	0.854	0.0024	0.106	0
55							0
197	1.0835	0.5756	0.0	0.1832	0.2511	0.0664	0
2369	1.1353	0.2857	0.0	0.1076	0.4623	0.3122	1
1484	0.4586	0.9624	1.0	0.2964	0.0457	0.147	0
57	1.1353	0.6767	1.0	0.3757	0.4333	0.4297	0
448	1.1353	0.2857	0.0	0.2846	0.3741	0.1555	0
53							1
19	1.4427	0.5475	1.0	0.2361	0.1548	0.48	1
120	1.2063	0.1058	1.0	0.7312	0.0207	0.0458	0
89	0.912	0.4848	1.0	0.5978	0.4078	0.0673	0
70	1.1245	0.185	0.0	0.6546	0.2516	0.4641	1
6	1.1245	0.185	0.0	0.3492	0.1973	0.4345	0
1292							0
26	0.8668	0.2664	0.0	0.2925	0.0055	0.1516	0
1267	0.7904	0.3832	1.0	0.4082	0.0401	0.2854	0
4574	0.912	0.4848	1.0	0.4835	0.1049	0.1942	0
27							0
84							0
871	0.9288	0.1425	1.0	0.636	0.0108	0.3359	0
38							0
23	0.912	0.4848	1.0	0.3214	0.3284	0.24	0
8	1.1615	0.3231	1.0	0.5567	0.0755	0.0978	0
2	1.1457	0.1506	0.0	0.3654	0.005	0.3855	0
971	1.1353	0.2857	0.0	0.2739	0.0045	0.1595	0
35	0.529	0.9419	0.0	0.3176	0.3469	0.2138	0
71	1.291	0.0212	0.0	0.2843	0.0302	0.432	0
45	0.9288	0.1425	1.0	0.3077	0.3991	0.3503	0
3							0
1	0.529	0.9419	0.0	0.4083	0.2843	0.355	0
111	0.7904	1.5808	0.0	0.472	0.0719	0.4018	0
105	1.1245	0.185	0.0	0.2275	0.3987	0.3511	1
56	1.1353	0.6767	1.0	0.3984	0.122	0.1735	0
1352	1.1127	0.2255	1.0	0.2469	0.0482	0.2745	0
26	1.2962	0.1506	1.0	0.1865	0.1753	0.3425	0
26	1.1545	0.309	0.0	0.112	0.2034	0.3983	0
24							0
25	0.8455	0.309	0.0	0.2537	0.3314	0.2041	1
608	1.1127	0.2255	1.0	0.3928	0.1482	0.1899	0
742	0.6545	0.6909	0.0	0.4193	0.438	0.3806	1
50	1.0	0.0	0.0	0.2008	0.0003	0.0095	0
39							0
261	0.9418	0.1163	1.0	0.4922	0.1636	0.2579	0
6013							0
27	1.0	0.3455	0.0	0.3558	0.4887	0.0213	1
461	1.0	0.0	0.0	0.3986	0.1112	0.3089	1
298	1.1127	0.2255	0.0	0.1518	0.0307	0.1365	0
49							0
80							1
72	1.1457	0.6939	1.0	0.2341	0.0506	0.3856	0
288							0
12	0.9026	0.5771	1.0	1.0235	0.0518	0.3488	1
156	1.062	0.5368	0.0	0.2925	0.2189	0.1558	0
85	1.4086	0.3251	1.0	0.2228	0.0455	0.482	0
64							0
48	1.0835	0.3251	1.0	0.5906	0.3365	0.4101	1
313	0.4311	1.9401	0.0	0.5394	0.0446	0.3876	0
24751							1
14	0.9288	0.1425	1.0	0.2962	0.3096	0.2173	0
3123	0.9026	0.5771	1.0	0.416	0.481	0.3467	0
62	1.0	0.3455	0.0	0.1633	0.1588	0.4431	0
3	0.7725	0.3114	0.0	0.632	0.3352	0.3005	1
21	0.8668	0.2664	0.0	0.0	0.4993	0.4829	0
30	0.4311	1.9401	0.0	0.2422	0.1415	0.2743	0
4049	0.7249	1.1269	0.0	0.142	0.2375	0.2375	0
621184	0.9288	0.1425	1.0	0.5191	0.4795	0.4795	0
4150							0
253							0
51	1.0704	0.1407	1.0	0.408	0.2512	0.0995	1
56	1.1064	0.6547	1.0	0.5224	0.4906	0.0657	0
79							0
1							0
79							0
118	1.0704	0.1407	1.0	0.7163	0.0794	0.365	0
8	1.1005	0.1058	0.0	0.408	0.3025	0.3242	0
62	1.1245	0.185	0.0	0.5134	0.3886	0.2778	0
2576	1.0704	0.1407	0.0	0.6718	0.1537	0.2846	1
63	1.1353	0.6767	1.0	0.6784	0.3756	0.2893	0
105	0.912	0.4848	1.0	0.1678	0.1959	0.4871	0
70	0.985	0.4361	0.0	0.3423	0.2032	0.3291	0
7	0.8455	0.309	0.0	0.2103	0.0941	0.4249	0
99	0.4679	0.4876	0.0	0.5996	0.0401	0.2819	0
2	0.9026	0.5771	1.0	0.2572	0.4478	0.0795	0
21	0.7249	1.1269	0.0	1.0227	0.3031	0.1449	0
1312							0
1515	0.9026	0.4069	0.0	0.3277	0.1883	0.4311	0
28	0.4586	0.5263	1.0	0.3122	0.4538	0.0764	0
88	0.4311	0.7425	0.0	0.1985	0.2182	0.3309	0
75	1.8517	1.3839	0.0	0.6588	0.3436	0.0755	1
19	0.8455	0.309	0.0	0.1231	0.2064	0.3259	0
25	0.4311	1.9401	0.0	0.239	0.0035	0.1146	0
27199	0.9296	0.1407	0.0	0.3596	0.3967	0.3967	0
12							0
128	0.7904	1.5808	0.0	0.5092	0.473	0.2628	1
57	1.1353	0.6767	1.0	0.521	0.0458	0.2476	1
75	0.9288	0.1425	1.0	0.4963	0.3296	0.0916	1
116	0.9288	0.1425	1.0	0.5519	0.3006	0.1056	0
80725	0.7725	1.5988	0.0	0.1113	0.23	0.23	0
1703							0
51	1.1127	0.2255	1.0	0.2676	0.0609	0.2814	0
42	0.8668	0.2664	0.0	0.5461	0.1627	0.0987	0
353							0
35	0.8952	0.5475	0.0	0.2857	0.1699	0.1457	0
63	0.6561	0.5503	0.0	0.2769	0.1492	0.1222	0
127	1.0	0.0	0.0	0.5134	0.002	0.0802	0
182	1.1353	0.2857	0.0	0.1972	0.0102	0.3121	0
9078	0.9288	0.1425	1.0	0.3373	0.3106	0.3106	0
3749	0.8668	0.2664	0.0	0.148	0.1635	0.3403	0
54004	0.5079	0.9007	0.0	0.1967	0.4551	0.4551	0
255	1.0835	0.3251	1.0	0.5992	0.0319	0.4275	0
32	0.4311	1.9401	0.0	0.5426	0.3307	0.4219	0
29							0
682	0.9288	0.1425	0.0	0.3386	0.4498	0.2818	0
3	0.9288	0.1425	0.0	0.4779	0.3218	0.4104	0
3531	1.471	0.9419	0.0	0.1981	0.4828	0.3744	0
125	0.9296	0.1407	1.0	0.3431	0.0535	0.3715	0
17	2.3713	1.5808	0.0	0.4209	0.4391	0.4992	0
27	1.2698	0.0212	0.0	0.0	0.1258	0.2732	0
756	0.6561	0.5503	0.0	0.4571	0.1842	0.3449	0
72	0.4611	0.0299	0.0	0.2368	0.4546	0.4609	0
45	1.1457	0.1506	0.0	0.7014	0.0082	0.0391	0
109	0.4311	1.9401	0.0	0.5831	0.499	0.4167	0
362	1.0	0.0	0.0	0.2844	0.0124	0.3557	0
129							0
18							0
270							0
76	0.4679	0.4876	1.0	0.4741	0.0398	0.1392	0
159197	0.985	0.5263	1.0	0.1884	0.3258	0.3258	0
28							0
306	1.0582	0.1163	1.0	0.2957	0.0246	0.2758	1
46	2.3713	1.9401	0.0	0.3722	0.3622	0.1729	0
533	0.9418	0.1163	1.0	0.4762	0.1647	0.2542	1
20	0.9296	0.1407	0.0	0.5568	0.0567	0.4846	0
56	1.1245	0.185	0.0	0.6863	0.3137	0.1092	0
370	1.1064	0.6547	1.0	0.4308	0.1295	0.1795	1
14	1.1457	0.1506	0.0	0.6282	0.1847	0.1162	0
23	0.6545	0.6909	0.0	0.3281	0.4431	0.3304	0
1028							0
30	0.8455	0.309	0.0	0.2981	0.2328	0.4228	0
69	0.4679	1.3839	0.0	0.656	0.4662	0.223	1
60	1.1353	0.6767	1.0	0.8349	0.33	0.1767	1
50	0.9296	0.1407	0.0	0.2407	0.3993	0.0936	0
45							0
72	1.0835	0.3251	0.0	0.2832	0.102	0.2832	0
49	0.9288	0.1425	1.0	0.9081	0.1748	0.0848	1
48	0.8668	0.2664	0.0	0.2146	0.3027	0.3893	0
9	1.062	0.1501	0.0	0.5179	0.3195	0.1739	0
22	1.1457	0.1506	1.0	0.1888	0.0479	0.4935	0
45	2.3713	1.5988	0.0	0.1717	0.349	0.4592	1
54							0
18	0.9288	0.1425	1.0	0.8462	0.1511	0.3009	1
2	0.3255	0.799	1.0	0.3149	0.1601	0.4518	0
29	1.1005	0.1058	0.0	0.4118	0.1115	0.4858	1
